alias,EC446_auxin0_tev.EAC22,EC446_auxin0_total.EAC22,EC446_auxin15_tev.EAC22,EC446_auxin15_total.EAC22,EC446_auxin30_tev.EAC22,EC446_auxin30_total.EAC22,EC446_auxin60_tev.EAC22,EC446_auxin60_total.EAC22,EC450_auxin0_tev.EAC22,EC450_auxin0_total.EAC22,EC450_auxin30_tev.EAC22,EC450_auxin30_total.EAC22,auxin0,auxin30,description,short_description
APN2,0.191105204069,0.704448556911,0.666856538276,0.564102229266,0.818016203288,0.818120842062,1.19121111792,1.19670003465,-1.5,0.864996415303,1.02916445947,0.766542106825,1.3268654312,1.22327615776,Class II abasic (AP) endonuclease involved in repair of DNA damage; homolog of human HAP1 and E. coli exoIII,Class II abasic (AP) endonuclease involved in repair of DNA damage; homolog...
RPL19B,2.86617519044,3.424454643,3.07664161203,3.40813538649,3.0251892353,3.28793620855,2.72402838573,3.02327076561,3.07328486951,3.46088515562,2.93705332934,3.43653256767,3.44954884338,3.22621087765,"Ribosomal 60S subunit protein L19B; rpl19a and rpl19b single null mutations result in slow growth, while the double null mutation is lethal; homologous to mammalian ribosomal protein L19, no bacterial homolog; RPL19B has a paralog, RPL19A, that arose from the whole genome duplication",Ribosomal 60S subunit protein L19B; rpl19a and rpl19b single null mutations...
STU1,0.505420870064,0.869001902572,0.522936293713,1.04474931703,0.745387244913,0.758534740253,0.602436796923,1.00842362739,0.950235915301,0.827129563187,0.644510121123,0.603736518101,1.04916304416,1.01232355673,Component of the mitotic spindle; binds to interpolar microtubules via its association with beta-tubulin (Tub2p); required for interpolar microtubules to provide an outward force on the spindle poles,Component of the mitotic spindle; binds to interpolar microtubules via its ...
PRE7,2.03024148345,2.61535181394,2.25450386028,2.59618907595,2.45801490053,2.65659458206,2.55912353945,2.88127780561,2.40127031452,2.53477481829,2.31739326996,2.72891733794,2.49715363398,2.63375456636,Beta 6 subunit of the 20S proteasome,Beta 6 subunit of the 20S proteasome
SEC17,1.72047929721,1.87152299765,2.05101593883,2.11575271712,2.15335043012,2.11777016307,2.27513812539,2.22912133216,1.86426434678,2.06985941693,1.83608745242,2.05855528417,2.05587519209,2.09304153194,"Alpha-SNAP cochaperone; SNARE-complex adaptor for Sec18 (NSF) during the disassembly of postfusion cis-SNARE complexes; stimulates the ATPase activity of Sec18p; peripheral membrane protein required for vesicular transport between ER and Golgi, the 'priming' step in homotypic vacuole fusion, and autophagy; similar to mammalian alpha-SNAP",Alpha-SNAP cochaperone; SNARE-complex adaptor for Sec18 (NSF) during the di...
YBL059W,1.735494591,1.31098585059,1.44841143291,1.07372950994,1.73294459228,1.21556661659,1.60317374685,1.40161683593,1.06636628393,1.11935119087,1.36270048108,1.7410561858,1.85269495888,1.74523717351,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YBL059W has a paralog, YER093C-A, that arose from the whole genome duplication","Putative protein of unknown function; the authentic, non-tagged protein is ..."
PRS4,1.23898898765,1.76757230705,1.4039504889,1.78392131213,1.39352516717,1.72198994928,1.21790560243,1.6571947244,1.13973598854,2.03781893549,0.834010194359,1.81442589041,2.35640775858,2.1560661394,"5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP; which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes; PRS4 has a paralog, PRS2, that arose from the whole genome duplication","5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP; whic..."
ATG8,1.31604394068,1.86414939978,1.51271985511,1.91088971549,1.83381047047,2.07587093838,1.85675736677,2.30672590759,-1.5,1.81384389286,0.978011937017,1.59045084777,2.20107929046,2.4189746539,"Component of autophagosomes and Cvt vesicles; regulator of Atg1p, targets it to autophagosomes; binds the Atg1p-Atg13p complex, triggering its vacuolar degradation; unique ubiquitin-like protein whose conjugation target is lipid phosphatidylethanolamine (PE); Atg8p-PE is anchored to membranes, is involved in phagophore expansion, and may mediate membrane fusion during autophagosome formation; deconjugation of Atg8p-PE is required for efficient autophagosome biogenesis","Component of autophagosomes and Cvt vesicles; regulator of Atg1p, targets i..."
RPL23A,2.88433133285,3.44133918675,3.01255216187,3.32608490908,2.98116596627,3.24371055142,2.63948101008,2.92912203107,3.30862471095,3.39529273109,3.04935631801,3.31663649418,3.44341483546,3.14886360276,"Ribosomal 60S subunit protein L23A; homologous to mammalian ribosomal protein L23 and bacterial L14; RPL23A has a paralog, RPL23B, that arose from the whole genome duplication",Ribosomal 60S subunit protein L23A; homologous to mammalian ribosomal prote...
YBL095W,-1.5,1.29011813205,1.04647163098,0.848741808742,1.4358704618,0.921340328977,1.9407374957,1.44104501927,2.05089359728,1.3714847444,1.6148340346,-1.5,1.66181012899,1.52884964407,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies","Putative protein of unknown function; the authentic, non-tagged protein is ..."
SEA4,0.669062444575,1.16392239172,0.777908003851,1.13313993912,1.04733151759,1.08983440628,0.942169630489,1.30423030293,1.14863959607,1.34295365581,1.28527295035,1.65667979512,1.36944029147,1.30463174037,Subunit of the SEA (Seh1-associated) complex; SEA is a coatomer-related complex that associates dynamically with the vacuole; has an N-terminal beta-propeller fold and a C-terminal RING motif; promoter contains multiple GCN4 binding sites,Subunit of the SEA (Seh1-associated) complex; SEA is a coatomer-related com...
UGA2,0.21075215897,1.02512550748,1.006418833,1.19653304089,1.18611780378,1.27806238373,1.30046884709,1.70073694084,1.19963524856,1.31061210248,0.349841410029,0.485159066063,1.43262233502,1.48365720644,Succinate semialdehyde dehydrogenase; involved in the utilization of gamma-aminobutyrate (GABA) as a nitrogen source; part of the 4-aminobutyrate and glutamate degradation pathways; localized to the cytoplasm,Succinate semialdehyde dehydrogenase; involved in the utilization of gamma-...
MNN2,2.91145152871,1.96149567046,2.78490273087,1.87334709918,2.47703634652,1.65187103025,2.36697894037,1.73878903849,2.13225176258,1.99066200477,2.54668527181,1.91069110199,1.77347067776,1.80259485678,"Alpha-1,2-mannosyltransferase; responsible for addition of the first alpha-1,2-linked mannose to form the branches on the mannan backbone of oligosaccharides, localizes to an early Golgi compartment","Alpha-1,2-mannosyltransferase; responsible for addition of the first alpha-..."
CHS3,2.32650404882,1.5649793405,2.20614686973,1.43126359175,1.84041684188,1.38649332066,1.67684319677,1.43588873711,1.41593143607,1.39928041487,1.83113022212,1.49540077115,1.62890795911,1.65731547643,"Chitin synthase III; catalyzes the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for synthesis of the majority of cell wall chitin, the chitin ring during bud emergence, and spore wall chitosan; contains overlapping di-leucine and di-acidic signals that mediate, respectively, intracellular trafficking by AP-1 and trafficking to plasma membrane by exomer complex; requires AP-3 complex for its intracellular retention",Chitin synthase III; catalyzes the transfer of N-acetylglucosamine (GlcNAc)...
EDS1,-1.5,0.156106393494,-0.932638147585,-0.683209938484,-0.175262531475,0.213297322695,0.34183895884,0.352790771275,0.388608081553,-1.5,-1.5,-1.5,0.10182965816,0.0674789711314,"Putative zinc cluster protein, predicted to be a transcription factor; not an essential gene; EDS1 has a paralog, RGT1, that arose from the whole genome duplication","Putative zinc cluster protein, predicted to be a transcription factor; not ..."
FAT1,2.33453546092,1.70896913508,2.06468978149,1.69020790204,1.74489467872,1.32122349294,1.77161496868,1.57525644283,1.62340748818,1.42458042213,1.91096776102,1.31033184647,1.59670045277,1.59806531801,Very long chain fatty acyl-CoA synthetase and fatty acid transporter; activates imported fatty acids with a preference for very long lengths (C20-C26); has a separate function in the transport of long chain fatty acids,Very long chain fatty acyl-CoA synthetase and fatty acid transporter; activ...
REB1,0.998623528825,1.72945082588,1.20317939183,1.65265392127,1.36488369437,1.71095585572,1.15633729604,1.69092249249,1.46462787313,1.84860599912,1.45993207462,1.85281403253,1.65954226753,1.57867549677,"RNA polymerase I enhancer binding protein; DNA binding protein that binds to genes transcribed by both RNA polymerase I and RNA polymerase II; required for termination of RNA polymerase I transcription; REB1 has a paralog, NSI1, that arose from the whole genome duplication",RNA polymerase I enhancer binding protein; DNA binding protein that binds t...
MUM2,1.38502014747,1.4853597452,1.33348361749,1.50901617701,1.23073220322,1.44776435502,1.06043214745,1.4247230552,1.08947250321,1.61957866487,1.26086796375,1.09515562412,1.81164892247,1.71282606494,"Protein essential for meiotic DNA replication and sporulation; cytoplasmic protein; subunit of the MIS complex which controls mRNA methylation during during the induction of sporulation; also interacts with Orc2p, which is a component of the origin recognition complex",Protein essential for meiotic DNA replication and sporulation; cytoplasmic ...
ECM2,0.346007164055,1.10238856558,0.802014440067,1.15036795341,0.938156057014,1.16641891931,1.09623560469,1.29907294336,1.26794346401,0.54277712057,1.59903976742,1.09753532587,1.70132434402,1.61582113455,"Pre-mRNA splicing factor; facilitates the cooperative formation of U2/U6 helix II in association with stem II in the spliceosome, function may be regulated by Slu7p",Pre-mRNA splicing factor; facilitates the cooperative formation of U2/U6 he...
YBR072C-A,-1.5,-1.5,-1.5,-1.5,-1.5,0.197064459377,-1.5,0.767921672116,-1.5,-1.5,-1.5,-1.5,0.261688053899,0.306518612916,Putative protein of unknown function; identified by fungal homology and RT-PCR,Putative protein of unknown function; identified by fungal homology and RT-...
SPT7,0.627702362884,1.12525144854,0.719086495609,1.05869133506,0.716077806352,1.07099395341,0.744921675831,1.18060667353,1.24860866718,1.32179696021,1.36885160527,0.902109269976,1.278100206,1.24274999153,Subunit of the SAGA transcriptional regulatory complex; involved in proper assembly of the complex; also present as a C-terminally truncated form in the SLIK/SALSA transcriptional regulatory complex,Subunit of the SAGA transcriptional regulatory complex; involved in proper ...
RFC5,1.47204863798,1.83759037126,1.3509058215,1.70423016448,1.40255184963,1.63715488996,1.27902995348,1.79851148489,1.28004158563,1.85590523786,1.45143704618,1.33148219711,2.04868396948,1.7892872584,Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon,Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA bind...
RXT2,0.750761346844,1.2263161388,0.965410632287,1.24869710865,1.12903041986,1.37777698484,1.08386646243,1.44979369316,1.01948513303,0.947531303358,-1.5,1.50228950866,1.66846581338,1.48368585761,Component of the histone deacetylase Rpd3L complex; possibly involved in cell fusion and invasive growth; relocalizes to the cytosol in response to hypoxia,Component of the histone deacetylase Rpd3L complex; possibly involved in ce...
VID24,0.348399977171,0.95865334302,0.794188088001,0.867525038046,0.875608063197,1.09502551827,0.871384636302,1.3137002129,1.09424501807,1.14722992501,-1.5,0.923836879927,1.4841602043,1.48911925128,"GID Complex regulatory subunit; binds GID Complex in response to glucose through interactions with complex member Vid28p; regulates fructose-1,6-bisphosphatase (FBPase) targeting to the vacuole; promotes proteasome-dependent catabolite degradation of FBPase; peripheral membrane protein located at Vid (vacuole import and degradation) vesicles",GID Complex regulatory subunit; binds GID Complex in response to glucose th...
CYC8,1.15258034267,1.88263280547,1.35745409844,1.70506156982,1.34179317946,1.59341905542,1.26218539683,1.54064417079,1.67870032758,1.5812993757,1.55258236618,1.64369635972,1.68672853569,1.62674233178,General transcriptional co-repressor; acts together with Tup1p; also acts as part of a transcriptional co-activator complex that recruits the SWI/SNF and SAGA complexes to promoters; can form the prion [OCT+],General transcriptional co-repressor; acts together with Tup1p; also acts a...
MRPL36,1.13625653606,1.93214647887,1.64003659387,1.97661497869,1.80557138383,1.98723428298,1.83533245425,2.11540788368,1.50189033525,2.06002522051,1.09925452806,1.53560217976,2.33016741453,2.28661189921,Mitochondrial ribosomal protein of the large subunit; overproduction suppresses mutations in the COX2 leader peptide-encoding region,Mitochondrial ribosomal protein of the large subunit; overproduction suppre...
SHE3,0.880779608981,1.42045190055,1.35411146907,1.6011066495,1.355958695,1.49434852325,1.48967889682,1.65150517996,0.422504667225,1.32058761418,0.894930123432,1.63230777079,1.75897553423,1.86778840391,Protein adaptor between Myo4p and the She2p-mRNA complex; part of the mRNA localization machinery that restricts accumulation of certain proteins to the bud; also required for cortical ER inheritance,Protein adaptor between Myo4p and the She2p-mRNA complex; part of the mRNA ...
carboxypeptidase C,2.85925623208,2.11684957072,2.9783638186,2.05568448912,2.86507121744,2.02165659068,3.06318374693,2.18020138847,2.13742157449,2.11401813557,2.43724409949,2.09890103291,2.14520418586,2.24765622822,"Putative serine type carboxypeptidase; role in phytochelatin synthesis; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; expression induced by nitrogen limitation in a GLN3, GAT1-independent manner",Putative serine type carboxypeptidase; role in phytochelatin synthesis; gre...
